map,cmd,stars,MWSC,Type,RAJ2000,DEJ2000,r0,r1,r2,pmRA,pmDE,RV,d,E(B-V),logt,rc,rt,k,SType,[Fe/H],Simbad
 , , , , ,deg,deg,deg,deg,deg,mas/yr,mas/yr,km/s,pc,mag,[yr],pc,pc,pc-2, ,[Sun],
---,---,-----,----,-,-------,-------,-------,-------,-------,-------,-------,-------,--------,-------,-------,--------,--------,--------,---,--------,------
map,cmd,stars,2988, ,281.347,-10.460,  0.020,  0.075,  0.130,  -0.60,  -5.67,       ,    1848,  2.072,  6.800,    0.68,    5.41,   16.22,   ,        ,Simbad
map,cmd,stars,2989, ,281.482,-03.607,  0.010,  0.090,  0.145,  -0.28,  -6.48,       ,    1174,  1.562,  8.250,    0.43,    6.28,   28.18,irc,        ,Simbad
map,cmd,stars,2990, ,281.517,-02.655,  0.015,  0.035,  0.065,   1.29,  -8.99,   83.3,    6699,  2.082,  6.000,    4.59,   17.35,    0.13,irc,        ,Simbad
map,cmd,stars,2991, ,281.583,-03.795,  0.015,  0.050,  0.080,  -0.34,  -2.05,       ,     818,  1.666,  7.600,    0.23,    1.22,  120.11,irc,        ,Simbad
map,cmd,stars,2992, ,281.902,+00.607,  0.010,  0.060,  0.115,   0.54,  -6.54,       ,    5387,  1.999,  6.100,    2.90,   20.26,    0.46,irc,        ,Simbad
map,cmd,stars,2993,n,281.884,-01.942,  0.010,  0.045,  0.075,   0.30, -10.12,   80.9,    4891,  1.874,  6.000,    3.63,   10.54,    0.71,irc,        ,Simbad
map,cmd,stars,2995, ,281.974,-25.877,  0.025,  0.083,  0.130,  -4.17,  -5.19,       ,    4135,  0.521,  9.200,    2.36,   11.68,    1.52,non,        ,Simbad
map,cmd,stars,2996, ,282.037,-05.865,  0.010,  0.065,  0.100,   0.36,  -5.53,       ,    1604,  0.541,  8.135,    0.62,    6.71,    8.62,   ,        ,Simbad
map,cmd,stars,2997, ,282.183,-03.519,  0.012,  0.060,  0.125,  -1.09,  -2.82,       ,    1516,  1.853,  8.300,    0.65,    5.36,    7.67,irc,        ,Simbad
map,cmd,stars,2999, ,282.277,-18.740,  0.020,  0.125,  0.230,   5.99,  -5.10,  -31.3,     679,  0.125,  8.750,    0.72,    4.39,   28.43,   ,        ,Simbad
map,cmd,stars,3000, ,282.309,+02.767,  0.012,  0.115,  0.200,   0.99,  -0.98,       ,    1657,  2.186,  6.900,    0.70,    8.89,   18.72,irc,        ,Simbad
map,cmd,stars,3002, ,282.447,+04.960,  0.020,  0.110,  0.165,  -3.08,  -5.29,       ,    1763,  1.457,  7.300,    1.02,    9.28,   23.02,   ,        ,Simbad
map,cmd,stars,3003, ,282.469,-01.022,  0.011,  0.040,  0.085,   0.99,  -6.71,       ,    2069,  2.644,  6.000,    1.07,    7.89,    6.81,irc,        ,Simbad
map,cmd,stars,3004,r,282.574,-03.577,  0.010,  0.050,  0.085,  -0.29,  -3.68,       ,    1388,  0.895,  8.695,    1.37,    4.07,   16.97,irc,        ,Simbad
map,cmd,stars,3005,r,282.660,-18.227,  0.020,  0.130,  0.240,   6.20,  -4.91,   -8.8,     770,  0.250,  8.900,    2.22,    5.60,   11.22,   ,  -0.127,Simbad
map,cmd,stars,3006, ,282.658,-04.188,  0.025,  0.100,  0.190,  -0.73,  -4.61,       ,    2837,  1.509,  8.495,    1.04,   11.34,    9.32,   ,        ,Simbad
map,cmd,stars,3007, ,282.687,-05.210,  0.016,  0.055,  0.110,  -0.98,  -2.67,       ,    2180,  0.958,  8.000,    0.73,    7.80,    8.25,   ,        ,Simbad
map,cmd,stars,3008, ,282.747,-06.280,  0.030,  0.150,  0.350,  -4.92,  -3.23,   32.5,    1750,  0.471,  8.505,    1.38,   16.45,   76.76,   ,   0.136,Simbad
map,cmd,stars,3009, ,282.846,+10.330,  0.020,  0.145,  0.220,   1.75,  -3.00,  -12.8,    1075,  0.281,  8.150,    0.68,    8.08,   19.10,   ,        ,Simbad
map,cmd,stars,3010, ,282.862,+00.175,  0.010,  0.037,  0.075,   0.96,  -5.01,       ,    4427,  1.770,  8.750,    5.12,   10.12,    2.44,   ,        ,Simbad
map,cmd,stars,3011, ,283.080,-20.200,  0.040,  0.165,  0.300,  -3.00,  -6.35,   -1.8,     668,  0.239,  7.860,    2.95,    5.43,    5.13,   ,        ,Simbad
map,cmd,stars,3012, ,283.117,-21.085,  0.022,  0.075,  0.140,   1.97,   0.26,       ,    1735,  0.479,  9.100,    1.14,    8.32,    1.23,ast,        ,Simbad
map,cmd,stars,3014,g,283.267,-08.706,  0.030,  0.095,  0.170,  -1.65,  -6.82, -107.6,    6905,  0.448, 10.050,    1.45,   34.41,   15.37,glo,  -1.020,Simbad
map,cmd,stars,3015,r,283.308,-42.125,  0.018,  0.085,  0.135,   0.76,  -0.83,       ,    1312,  0.344,  9.200,    0.58,    6.54,   10.41,   ,        ,Simbad
map,cmd,stars,3016,n,283.335,+01.247,  0.010,  0.040,  0.060,   2.73,  -1.83,   42.7,    2846,  1.770,  6.800,    1.77,    5.64,    1.57,irc,        ,Simbad
map,cmd,stars,3018, ,283.515,+36.805,  0.040,  0.325,  0.550,   1.95,  -3.48,  -27.5,     373,  0.031,  7.520,    1.80,    5.56,   15.43,   ,        ,Simbad
map,cmd,stars,3019, ,283.582,-01.217,  0.015,  0.070,  0.120,  -1.08,  -5.11,       ,    1791,  1.041,  8.350,    1.90,    6.19,   25.97,   ,   0.000,Simbad
map,cmd,stars,3020, ,283.642,-19.885,  0.020,  0.120,  0.180,  -2.22,  -4.85,    6.0,     669,  0.229,  7.385,    0.36,    3.46,   13.29,   ,  -0.310,Simbad
map,cmd,stars,3021, ,283.710,+05.540,  0.012,  0.060,  0.100,  -0.29,  -3.13,       ,    1453,  1.520,  8.000,    0.69,    3.15,   57.47,   ,        ,Simbad
map,cmd,stars,3022, ,283.785,+10.775,  0.015,  0.050,  0.090,  -1.70,  -6.38,       ,    4457,  0.791,  8.975,    1.72,   15.49,    0.27,   ,        ,Simbad
map,cmd,stars,3023,g,283.764,-30.480,  0.040,  0.085,  0.145,  -3.75,  -7.76,  141.3,   26507,  0.150, 10.100,    9.39,   77.79,    1.10,glo,  -1.490,Simbad
map,cmd,stars,3024,g,283.774,-22.701,  0.020,  0.065,  0.115,   2.15,  -0.51,   22.8,    7100,  0.229, 10.100,    1.04,   29.26,    3.89,glo,  -1.045,Simbad
map,cmd,stars,3025, ,283.965,+21.619,  0.030,  0.170,  0.270,  -2.62,  -1.77,       ,     546,  0.167,  8.950,    0.87,    4.01,   13.81,   ,        ,Simbad
map,cmd,stars,3026, ,283.972,+10.773,  0.012,  0.050,  0.075,  -2.86,  -4.94,       ,    4389,  0.895,  8.975,    2.18,    7.70,    0.87,   ,        ,Simbad
map,cmd,stars,3028,r,284.167,-26.950,  0.025,  0.065,  0.115,   0.40,  -7.90,       ,    2796,  0.302,  9.500,    1.15,    7.21,    4.31,   ,        ,Simbad
map,cmd,stars,3029, ,284.175,+10.415,  0.015,  0.053,  0.080,  -2.49,  -4.97,       ,    4813,  0.895,  8.975,    3.20,   14.16,    0.34,non,        ,Simbad
map,cmd,stars,3031, ,284.683,-26.794,  0.015,  0.075,  0.125,   1.77, -10.37,       ,    1875,  1.041,  7.500,    0.46,    7.37,    9.16,   ,        ,Simbad
map,cmd,stars,3032, ,284.685,-08.965,  0.010,  0.075,  0.130,   1.92,  -2.10,       ,    1127,  0.125,  8.950,    0.55,    5.22,   15.81,   ,        ,Simbad
map,cmd,stars,3033,g,284.887,-36.632,  0.040,  0.155,  0.260,   1.61,  -1.86,  -94.5,    8703,  0.052, 10.100,    2.71,   63.51,   10.54,glo,  -1.045,Simbad
map,cmd,stars,3034, ,285.135,-00.470,  0.018,  0.085,  0.155,   1.14,  -3.86,       ,    2213,  0.854,  8.290,    3.00,    8.70,    3.46,non,        ,Simbad
map,cmd,stars,3035, ,285.337,+11.600,  0.015,  0.090,  0.140,   2.80,  -2.30,  -34.9,     686,  0.208,  9.515,    0.24,    3.42,   49.61,   ,        ,Simbad
map,cmd,stars,3036, ,285.307,+29.314,  0.010,  0.115,  0.180,   0.47,  -3.59,       ,    2220,  0.833,  8.225,    0.89,   15.39,    2.42,non,        ,Simbad
map,cmd,stars,3037, ,285.349,-26.570,  0.015,  0.105,  0.200,   1.30,  -5.55,       ,    2711,  0.416,  9.155,    1.11,   13.99,    2.43,   ,        ,Simbad
map,cmd,stars,3038, ,285.405,+33.575,  0.020,  0.225,  0.365,   2.20,  -2.00,  -25.6,     350,  0.021,  7.950,    1.25,    3.25,   86.95,   ,        ,Simbad
map,cmd,stars,3039, ,285.405,-00.460,  0.012,  0.060,  0.110,  -0.99,  -8.59,   13.0,    3401,  1.062,  9.000,    1.28,   14.27,    4.80,   ,  -0.150,Simbad
map,cmd,stars,3042, ,285.583,-18.533,  0.025,  0.110,  0.170,  -1.01,  -4.00,       ,    2037,  0.791,  8.900,    1.75,    7.91,    2.69,non,        ,Simbad
map,cmd,stars,3043, ,285.969,-00.022,  0.012,  0.055,  0.090,   1.56,  -3.61,       ,    2687,  2.186,  8.000,    1.68,    5.85,    9.68,irc,        ,Simbad
map,cmd,stars,3044, ,286.027,-33.395,  0.018,  0.060,  0.120,  -1.97,  -6.48,       ,    2207,  0.874,  8.245,    0.88,    8.55,    2.52,   ,        ,Simbad
map,cmd,stars,3046,g,286.314,+01.900,  0.035,  0.085,  0.165,  -1.79,  -4.40,  -61.7,    7902,  1.499, 10.000,    3.17,   33.61,    7.40,glo,  -1.600,Simbad
map,cmd,stars,3047, ,286.722,+09.590,  0.015,  0.045,  0.075,   0.23,   0.17,       ,    5745,  2.186,  8.585,    0.94,   10.68,    7.24,   ,        ,Simbad
map,cmd,stars,3049, ,286.887,+06.283,  0.030,  0.090,  0.185,  -2.30,  -4.95,       ,    1481,  2.478,  6.000,    1.73,    5.34,    7.50,   ,        ,Simbad
map,cmd,stars,3050, ,286.882,+04.333,  0.015,  0.060,  0.110,  -6.03,  -7.96,       ,    1143,  2.519,  7.800,    0.91,    4.47,   12.63,   ,        ,Simbad
map,cmd,stars,3051, ,286.954,+04.267,  0.020,  0.100,  0.195,  -5.45,  -7.00,   18.7,    2010,  2.436,  8.000,    2.14,   10.59,    7.28,   ,        ,Simbad
map,cmd,stars,3052, ,287.187,+04.717,  0.015,  0.060,  0.110,  -4.68,  -4.35,       ,    1951,  1.083,  8.400,    0.47,    7.71,   51.77,   ,        ,Simbad
map,cmd,stars,3053, ,287.184,+05.597,  0.010,  0.040,  0.085,  -4.33,  -4.52,       ,    2093,  1.853,  8.400,    0.44,    7.81,    5.82,irc,        ,Simbad
map,cmd,stars,3054, ,287.262,+01.537,  0.012,  0.070,  0.110,  -4.36,  -5.10,       ,    2847,  1.020,  9.100,    1.56,   12.03,    2.62,irc,        ,Simbad
map,cmd,stars,3055, ,287.407,-13.900,  0.010,  0.077,  0.140,   0.28,  -8.37,       ,    4079,  0.458,  9.100,    2.90,   18.82,    0.91,   ,        ,Simbad
map,cmd,stars,3060,n,287.629,+07.883,  0.010,  0.035,  0.068,  -5.64,  -9.08,       ,    5389,  2.186,  6.125,    1.01,   11.38,    1.28,irc,        ,Simbad
map,cmd,stars,3062,g,287.716,-59.985,  0.050,  0.220,  0.420,  -4.79,  -4.84,  -26.7,    4002,  0.042, 10.100,    2.65,   34.85,   43.40,glo,  -1.250,Simbad
map,cmd,stars,3063, ,287.787,+14.833,  0.010,  0.027,  0.045,  -3.67,  -7.00,       ,    4496,  1.666,  9.000,    0.36,    8.25,   18.19,   ,        ,Simbad
map,cmd,stars,3064,g,287.800,+01.030,  0.040,  0.090,  0.190,  -3.29,  -3.76,  -27.5,    7400,  0.770,  9.900,    2.32,   22.18,    9.17,glo,  -0.400,Simbad
map,cmd,stars,3065, ,287.835,+13.096,  0.025,  0.075,  0.140,  -0.90,  -4.54,   -2.8,    1125,  0.916,  8.060,    1.24,    6.86,   17.93,   ,        ,Simbad
map,cmd,stars,3066, ,286.732,+13.245,  0.010,  0.053,  0.105,  -0.41,  -7.31,       ,    3026,  1.228,  8.750,    0.75,   12.67,    9.79,irc,        ,Simbad
map,cmd,stars,3067, ,287.913,+12.050,  0.020,  0.070,  0.120,   0.64,  -6.98,       ,    3308,  1.249,  8.760,    1.68,   14.55,    4.19,irc,        ,Simbad
map,cmd,stars,3070, ,288.352,+36.335,  0.030,  0.280,  0.500,   0.81,   3.40,  -32.0,     363,  0.000,  8.620,    1.06,    4.84,    6.11,   ,        ,Simbad
map,cmd,stars,3071,r,288.435,-42.630,  0.025,  0.130,  0.195,   1.17,   0.43,       ,    1509,  0.333,  9.235,    0.82,    8.47,    2.03,rem,        ,Simbad
map,cmd,stars,3072,n,288.540,+11.210,  0.010,  0.025,  0.045,   0.78,  -6.76,   46.7,    6292,  1.728,  6.000,    2.84,   11.59,    0.52,irc,        ,Simbad
map,cmd,stars,3075, ,288.877,+11.265,  0.025,  0.105,  0.180,  -0.01,  -4.49,       ,    1355,  1.520,  8.785,    0.40,    6.53,   96.21,   ,   0.000,Simbad
map,cmd,stars,3076,n,289.087,+11.315,  0.010,  0.030,  0.040,  -1.64,  -2.11,   40.5,    5405,  1.666,  6.000,    0.94,   10.89,    0.83,irc,        ,Simbad
map,cmd,stars,3077,g,289.147,+30.183,  0.025,  0.085,  0.160,   1.56,  -2.99, -135.6,    9403,  0.260, 10.100,    1.74,   29.71,    7.00,glo,  -1.980,Simbad
map,cmd,stars,3078, ,289.092,-16.250,  0.180,  0.500,  1.330,  -1.59, -28.04,   41.0,     270,  0.110,  9.330,    6.51,    6.76,   59.09,   ,        ,Simbad
map,cmd,stars,3079, ,289.200,-00.922,  0.018,  0.080,  0.115,   2.28,  -7.45,       ,    2004,  0.437,  8.850,    0.91,    7.89,    5.81,non,        ,Simbad
map,cmd,stars,3080,r,289.260,-51.480,  0.018,  0.115,  0.165,   2.47,  -5.30,       ,    3276,  0.073,  9.500,    1.94,   16.69,    0.64,   ,        ,Simbad
map,cmd,stars,3081, ,289.282,+23.980,  0.010,  0.050,  0.100,  -1.82,  -6.24,       ,    5341,  1.124,  8.830,    1.53,   22.40,    0.64,   ,        ,Simbad
map,cmd,stars,3082, ,289.308,+19.543,  0.010,  0.105,  0.195,   1.76,  -7.90,       ,    1978,  1.145,  9.150,    1.24,   12.55,   10.15,   ,        ,Simbad
map,cmd,stars,3083,g,289.432,-34.658,  0.010,  0.045,  0.080,  -7.48,  -8.40,  166.0,   22795,  0.071,  9.900,    6.62,   90.91,        ,glo,  -0.320,Simbad
map,cmd,stars,3084,g,289.509,+18.567,  0.017,  0.080,  0.140,   1.84,  -9.82,  -31.7,    5894,  1.666,  9.800,    2.07,   25.33,    5.35,glo,  -0.100,Simbad
map,cmd,stars,3085, ,289.563,-57.900,  0.020,  0.085,  0.145,   7.34,  -6.29,       ,    2974,  0.104,  9.445,    2.82,   11.49,    1.26,rem,        ,Simbad
map,cmd,stars,3086, ,289.780,+15.722,  0.011,  0.065,  0.120,   0.12,  -3.97,       ,    2360,  1.041,  8.860,    0.38,    9.01,   47.36,   ,        ,Simbad
map,cmd,stars,3087,r,289.825,-37.620,  0.010,  0.050,  0.100,   0.66,  -8.84,       ,    1995,  0.312,  9.200,    0.94,    4.45,    9.43,   ,        ,Simbad
map,cmd,stars,3088, ,290.220,+37.780,  0.020,  0.105,  0.200,  -0.31,  -4.10,  -52.3,    4926,  0.117,  9.645,    3.91,   29.54,    1.24,   ,   0.320,Simbad
map,cmd,stars,3089,r,290.224,+15.685,  0.020,  0.050,  0.100,   0.57,  -5.89,       ,    3797,  1.874,  8.650,    1.30,    7.68,    6.17,   ,        ,Simbad
map,cmd,stars,3090, ,290.265,+43.975,  0.015,  0.070,  0.113,  -4.22,  -6.97,       ,    1584,  0.625,  8.265,    0.65,    6.11,   10.54,   ,        ,Simbad
map,cmd,stars,3091, ,290.265,+13.765,  0.020,  0.075,  0.135,   0.92,  -6.02,       ,    2110,  1.176,  6.950,    3.21,    7.73,    1.48,irc,        ,Simbad
map,cmd,stars,3093,n,290.608,+14.120,  0.015,  0.045,  0.085,   0.79,  -7.46,   65.4,    5950,  1.562,  6.100,    2.18,   12.03,    1.01,irc,        ,Simbad
map,cmd,stars,3095, ,290.640,+12.667,  0.010,  0.065,  0.125,  -1.26,  -4.89,       ,    2509,  1.562,  8.675,    0.54,   10.08,   18.40,   ,        ,Simbad
map,cmd,stars,3096,n,290.722,+14.165,  0.010,  0.036,  0.060,   1.62,  -8.04,   65.4,    5805,  1.728,  6.100,    2.09,   18.25,    0.45,irc,        ,Simbad
map,cmd,stars,3098, ,290.824,+22.140,  0.020,  0.135,  0.220,   4.80,   1.69,       ,     724,  0.312,  8.695,    0.32,    4.46,   35.56,   ,        ,Simbad
map,cmd,stars,3099,n,290.800,+14.455,  0.015,  0.035,  0.065,   0.57,  -7.23,   65.4,    6055,  1.832,  6.100,    1.38,   16.30,    1.33,irc,        ,Simbad
map,cmd,stars,3108,n,290.937,+14.513,  0.010,  0.035,  0.053,  -0.50,  -4.10,   65.4,    5665,  1.893,  6.100,    1.39,    7.50,    1.96,irc,        ,Simbad
map,cmd,stars,3112,r,291.120,+16.895,  0.010,  0.053,  0.093,   0.49,  -6.56,       ,    2478,  1.645,  7.000,    0.56,    9.00,    3.89,irc,        ,Simbad
map,cmd,stars,3113, ,291.124,+13.700,  0.020,  0.095,  0.170,   0.18,  -3.08,       ,    1796,  1.332,  8.450,    1.08,    8.43,   12.42,ast,        ,Simbad
map,cmd,stars,3114,n,291.132,+20.795,  0.010,  0.055,  0.085,   1.34,  -4.57,       ,    1735,  2.498,  7.400,    1.57,    4.18,   13.72,irc,        ,Simbad
map,cmd,stars,3115, ,291.172,+29.960,  0.015,  0.100,  0.165,  -1.00,  -1.82,       ,    1500,  0.000,  8.890,    0.45,    6.60,    4.86,   ,        ,Simbad
map,cmd,stars,3116, ,291.315,+13.948,  0.015,  0.065,  0.115,   0.78,  -3.74,       ,    1455,  1.197,  8.525,    0.26,    5.30,   87.18,   ,        ,Simbad
map,cmd,stars,3117, ,291.352,+11.635,  0.018,  0.060,  0.105,  -0.21,  -2.70,       ,    1317,  1.249,  8.300,    0.73,    5.62,    7.76,dub,        ,Simbad
map,cmd,stars,3119,r,291.447,+02.005,  0.015,  0.080,  0.125,  -0.03,  -6.67,       ,    1361,  0.250,  9.225,    0.63,    3.87,   11.08,   ,        ,Simbad
map,cmd,stars,3120, ,291.427,+08.080,  0.020,  0.080,  0.110,  -5.78,  -3.56,       ,    2883,  0.625,  9.025,    0.75,   11.20,    3.87,irc,        ,Simbad
map,cmd,stars,3121, ,291.510,+16.330,  0.020,  0.034,  0.060,   0.37,  -7.94,       ,    5549,  1.489,  6.250,    3.71,   11.54,    0.72,irc,        ,Simbad
map,cmd,stars,3123, ,291.742,+13.975,  0.011,  0.060,  0.100,   1.05,  -5.00,       ,    1305,  1.312,  8.480,    0.75,    3.55,   53.00,irc,        ,Simbad
map,cmd,stars,3124, ,291.765,+25.125,  0.010,  0.100,  0.180,   1.05,   0.86,       ,    1082,  0.400,  8.560,    4.80,    6.07,    5.64,   ,        ,Simbad
map,cmd,stars,3125, ,291.795,-23.590,  0.018,  0.055,  0.110,  -0.14,  -1.58,       ,    2566,  0.479,  9.200,    0.85,   10.98,    1.94,   ,        ,Simbad
map,cmd,stars,3126, ,292.117,+17.360,  0.020,  0.075,  0.147,  -1.49,  -4.51,       ,    1462,  1.166,  7.970,    0.72,    6.75,   19.56,   ,        ,Simbad
map,cmd,stars,3127,g,292.183,-30.356,  0.020,  0.065,  0.110,  -3.00,  -3.02,  115.0,   28596,  0.104, 10.100,    6.77,  112.50,    0.05,glo,  -1.645,Simbad
map,cmd,stars,3128, ,292.240,+14.873,  0.016,  0.053,  0.100,  -1.55,  -7.66,       ,    2537,  1.020,  8.680,    0.53,    5.78,   12.25,   ,        ,Simbad
map,cmd,stars,3129, ,292.342,+23.300,  0.012,  0.045,  0.085,  -2.31,  -3.39,       ,    3150,  0.958,  9.115,    0.69,   10.01,    5.10,   ,        ,Simbad
map,cmd,stars,3130, ,292.437,+15.553,  0.020,  0.125,  0.260,   0.94,  -6.51,       ,    2814,  2.186,  8.415,    1.97,   17.26,   20.88,irc,        ,Simbad
map,cmd,stars,3131,r,292.495,-15.170,  0.030,  0.080,  0.140,   2.94,  -7.45,       ,    1537,  0.208,  9.565,    0.68,    4.16,   15.76,   ,        ,Simbad
map,cmd,stars,3132, ,292.554,+18.533,  0.010,  0.045,  0.085,  -2.59,  -6.94,       ,    2003,  2.769,  6.100,    0.48,    3.16,   51.33,   ,        ,Simbad
map,cmd,stars,3134, ,292.651,+20.272,  0.018,  0.075,  0.155,  -2.82,  -4.41,       ,    1775,  0.791,  8.955,    0.64,    9.11,   33.83,   ,        ,Simbad
map,cmd,stars,3135, ,292.678,+15.429,  0.010,  0.065,  0.110,   2.43,  -5.43,       ,    1303,  2.873,  6.700,    1.62,    3.75,   25.76,irc,        ,Simbad
map,cmd,stars,3136, ,292.713,-10.578,  0.015,  0.055,  0.085,  -0.29, -10.50,       ,    4213,  0.239,  9.400,    1.10,    7.19,    2.58,   ,        ,Simbad
map,cmd,stars,3137, ,292.935,+18.680,  0.018,  0.055,  0.080,   0.13,  -7.78,       ,    3447,  1.905,  7.990,        ,        ,        ,irc,        ,Simbad
map,cmd,stars,3138, ,293.475,+18.528,  0.015,  0.050,  0.090,   3.03,  -3.09,       ,    3369,  1.437,  8.390,    0.67,   10.40,   24.27,   ,        ,Simbad
map,cmd,stars,3139, ,293.895,+20.125,  0.018,  0.075,  0.155,  -2.04,  -1.23,       ,    2669,  1.145,  6.400,    4.38,   10.62,    2.19,irc,        ,Simbad
map,cmd,stars,3140, ,293.955,+25.175,  0.025,  0.200,  0.350,   5.65,   0.72,       ,     350,  0.171,  8.540,    1.87,    3.14,   18.05,   ,        ,Simbad
map,cmd,stars,3141, ,294.075,+35.660,  0.030,  0.117,  0.280,  -0.83,  -1.97,       ,     841,  0.000,  8.390,    0.60,    6.90,    8.13,   ,        ,Simbad
map,cmd,stars,3142,r,294.121,+37.694,  0.010,  0.052,  0.090,  -1.28,  -3.37,       ,    2076,  0.354,  8.990,    0.68,    6.22,    6.43,   ,        ,Simbad
map,cmd,stars,3143, ,294.342,+46.395,  0.020,  0.120,  0.200,  -5.68,  -6.70,    6.0,    1227,  0.208,  8.805,    1.81,    6.78,   13.03,   ,        ,Simbad
map,cmd,stars,3144, ,294.342,+18.695,  0.012,  0.053,  0.090,   1.08,  -4.51,       ,    3600,  0.989,  8.750,    0.46,   11.82,    4.19,   ,        ,Simbad
map,cmd,stars,3145, ,294.367,+21.315,  0.020,  0.090,  0.140,  -4.07, -11.18,       ,     941,  1.655,  6.000,    1.59,    3.75,   11.00,   ,        ,Simbad
map,cmd,stars,3147, ,294.742,+18.665,  0.020,  0.170,  0.400,  -0.06,  -4.65,   -5.6,     774,  0.333,  7.710,    4.72,    7.74,   15.43,   ,        ,Simbad
map,cmd,stars,3148, ,294.750,+06.768,  0.017,  0.045,  0.080,  -5.02,  -2.47,       ,    3685,  0.833,  8.300,    3.34,    7.16,    1.98,ast,        ,Simbad
map,cmd,stars,3149, ,294.895,+25.652,  0.018,  0.045,  0.070,  -1.41,  -3.17,       ,    5276,  1.208,  8.870,    1.28,    7.93,    1.45,   ,        ,Simbad
map,cmd,stars,3150,g,294.999,-30.965,  0.060,  0.200,  0.340,   0.49,  -8.49,  174.7,    5428,  0.083, 10.100,    3.62,   28.75,   18.54,glo,  -1.645,Simbad
map,cmd,stars,3151, ,295.045,+26.250,  0.011,  0.053,  0.100,  -1.17,  -4.11,       ,   12617,  1.228,  8.500,    3.53,   49.69,    0.34,   ,        ,Simbad
map,cmd,stars,3152, ,295.042,+14.175,  0.020,  0.075,  0.115,  -2.81,  -6.14,       ,    3918,  0.729,  9.100,    2.04,   12.64,    1.54,   ,        ,Simbad
map,cmd,stars,3155, ,295.320,+40.195,  0.020,  0.115,  0.200,  -3.99,  -0.30,    1.0,    2360,  0.237,  9.210,    1.76,   13.32,   42.68,   ,   0.090,Simbad
map,cmd,stars,3156,g,295.435,-33.999,  0.015,  0.065,  0.110,   1.16,   0.04,  130.0,   26316,  0.121, 10.100,   15.24,   81.17,    0.09,glo,  -1.845,Simbad
map,cmd,stars,3157, ,295.390,+27.383,  0.040,  0.225,  0.470,   0.80,  -4.45,  -18.8,     494,  0.104,  7.910,    1.49,    4.29,    2.59,   ,        ,Simbad
map,cmd,stars,3159, ,295.600,+38.640,  0.025,  0.095,  0.210,  -4.54,  -4.40,       ,    2642,  0.125,  9.250,    1.19,   14.53,    4.67,   ,        ,Simbad
map,cmd,stars,3161, ,295.657,+21.143,  0.012,  0.090,  0.155,  -0.87, -10.10,       ,    3422,  1.020,  8.930,    3.37,   18.38,    2.35,   ,        ,Simbad
map,cmd,stars,3162, ,295.692,+29.850,  0.010,  0.035,  0.070,  -4.43,  -4.46,       ,    2105,  1.364,  9.250,    0.47,    4.30,    7.87,   ,        ,Simbad
map,cmd,stars,3163, ,295.785,+23.300,  0.020,  0.100,  0.200,  -3.00,  -4.00,   10.5,    1764,  0.833,  7.010,    0.69,   10.34,   13.19,   ,        ,Simbad
map,cmd,stars,3164, ,295.830,+01.620,  0.040,  0.250,  0.520,  -1.90,  -2.90,  -62.2,     525,  0.312,  8.420,    3.85,    6.19,    8.56,   ,        ,Simbad
map,cmd,stars,3166, ,296.182,+26.905,  0.013,  0.050,  0.100,  -3.83,  -3.89,       ,    2289,  0.937,  8.690,    0.96,    9.39,   12.79,irc,        ,Simbad
map,cmd,stars,3168, ,296.205,+29.260,  0.070,  0.435,  0.555,   0.63,  -3.60,  -18.5,     852,  0.150,  8.030,        ,        ,        ,   ,        ,Simbad
map,cmd,stars,3169, ,296.280,+17.510,  0.010,  0.070,  0.135,   0.40,  -7.21,       ,     788,  0.050,  8.765,    0.28,    3.32,   29.36,   ,        ,Simbad
map,cmd,stars,3170, ,296.287,+28.167,  0.011,  0.045,  0.085,  -3.93,  -5.63,       ,    3731,  0.437,  9.100,    0.70,   10.58,    8.22,   ,        ,Simbad
map,cmd,stars,3171,g,296.310,-08.000,  0.020,  0.090,  0.150,   0.98,  -3.70,  -68.0,   13412,  0.350, 10.000,    7.93,   72.51,    0.06,glo,  -0.400,Simbad
map,cmd,stars,3172,n,296.337,+27.828,  0.010,  0.060,  0.100,  -3.58,  -2.58,    0.7,    2839,  0.729,  8.970,        ,        ,        ,   ,        ,Simbad
map,cmd,stars,3173, ,296.317,+23.900,  0.018,  0.100,  0.180,  -3.30,  -4.34,   -5.0,    1668,  0.899,  6.780,    5.25,    9.02,    5.21,   ,        ,Simbad
map,cmd,stars,3174, ,296.475,+27.850,  0.015,  0.060,  0.085,  -7.84,  -4.14,       ,    1112,  2.082,  8.095,    0.27,    1.92,   44.81,ast,        ,Simbad
map,cmd,stars,3177, ,296.577,+24.632,  0.015,  0.085,  0.125,  -2.40,  -4.43,    2.8,    1392,  0.874,  7.335,    1.91,    4.55,    5.01,ass,        ,Simbad
map,cmd,stars,3178,n,296.700,+25.172,  0.012,  0.050,  0.105,  -2.66,  -4.13,    6.9,    2471,  1.353,  6.500,    0.62,   10.36,    3.92,emb,        ,Simbad
map,cmd,stars,3179,r,296.805,-11.855,  0.015,  0.070,  0.115,  -1.41,  -5.88,       ,    1338,  0.208,  9.375,    0.41,    6.06,   13.68,   ,        ,Simbad
map,cmd,stars,3180, ,296.925,+24.255,  0.012,  0.060,  0.108,  -3.19,  -5.05,       ,    4929,  1.666,  8.650,    1.40,   20.05,   12.03,   ,        ,Simbad
